system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
82	RM_Type_IV	GCF_015218885.1_ASM1521888v1	JYB86_RS00820	cloud	FAM_0		2878814	2879746	-	False
82	RM_Type_IV	GCF_017132735.1_ASM1713273v1	JYB86_RS00820	cloud	FAM_0		174056	174988	+	False
83	RM_Type_IV	GCA_010918035.1_ASM1091803v1	G0027_RS07320	cloud	FAM_0		2956650	2957549	+	False
83	RM_Type_IV	GCF_010918195.1_ASM1091819v1	G0027_RS07320	cloud	FAM_0		2835707	2836477	-	False
83	RM_Type_IV	GCF_010918375.1_ASM1091837v1	G0027_RS07320	cloud	FAM_0		2931684	2932583	-	False
83	RM_Type_IV	GCF_015217905.1_ASM1521790v1	G0027_RS07320	cloud	FAM_0		1533529	1534428	-	False
84	RM_Type_IV	GCF_010918195.1_ASM1091819v1	J0W32_RS08635	cloud	Type_IV_05		2852069	2852920	-	False
84	RM_Type_IV	GCF_015218885.1_ASM1521888v1	J0W32_RS08635	cloud	Type_IV_05		2894162	2895013	-	False
84	RM_Type_IV	GCF_017132735.1_ASM1713273v1	J0W32_RS08635	cloud	Type_IV_05		2494438	2495289	-	False
84	RM_Type_IV	GCF_017309425.1_ASM1730942v1	J0W32_RS08635	cloud	Type_IV_05		1837590	1838441	+	False
84	RM_Type_IV	GCF_017309445.1_ASM1730944v1	J0W32_RS08635	cloud	Type_IV_05		1798543	1799394	+	False
85	RM_Type_IV	GCF_009296145.1_ASM929614v1	FHP22_RS00650	cloud	Type_IV_05		144936	145790	+	False
85	RM_Type_IV	GCF_010917815.1_ASM1091781v1	FHP22_RS00650	cloud	Type_IV_05		1284251	1284508	+	True
86	RM_Type_IV	GCF_010918375.1_ASM1091837v1	FSC09_RS15850	cloud	Type_IV_22		235005	237689	-	False
87	RM_Type_IV	GCF_002953575.2_ASM295357v2	FHP22_RS05755	cloud	FAM_2		1776350	1777633	-	False
87	RM_Type_IV	GCF_002953575.2_ASM295357v2	FHP22_RS05755	cloud	Type_IV_01		1776350	1777633	-	False
87	RM_Type_IV	GCF_002953575.2_ASM295357v2	CTZ23_RS08525	cloud	FAM_1		1777646	1779652	-	False
87	RM_Type_IV	GCF_009296145.1_ASM929614v1	FHP22_RS05750	cloud	FAM_1		1174692	1177124	+	False
87	RM_Type_IV	GCF_009296145.1_ASM929614v1	FHP22_RS05755	cloud	FAM_2		1177137	1178420	+	False
87	RM_Type_IV	GCF_009296145.1_ASM929614v1	FHP22_RS05755	cloud	Type_IV_01		1177137	1178420	+	False
87	RM_Type_IV	GCF_010918375.1_ASM1091837v1	FHP22_RS05755	cloud	FAM_2		1904298	1905581	-	False
87	RM_Type_IV	GCF_010918375.1_ASM1091837v1	FHP22_RS05755	cloud	Type_IV_01		1904298	1905581	-	False
87	RM_Type_IV	GCF_010918375.1_ASM1091837v1	FHP22_RS05750	cloud	FAM_1		1905594	1908026	-	False
88	RM_Type_IV	GCF_009734145.1_ASM973414v1	GK020_RS15965	cloud	FAM_1		778167	781364	+	False
88	RM_Type_IV	GCF_009734145.1_ASM973414v1	GK020_RS03690	cloud	FAM_2		781364	782677	+	False
88	RM_Type_IV	GCF_009734145.1_ASM973414v1	GK020_RS03690	cloud	Type_IV_01		781364	782677	+	False
9	AbiD	GCF_010917815.1_ASM1091781v1	FSC02_RS05995	cloud	AbiD		1248015	1248932	+	False
