,PUL_ID,Organism,Substrate,CAZymes,CAZyme_Count,Gene_Count,Size,Verification,CAZyme_GH1,CAZyme_CE2,CAZyme_GH130,CAZyme_GH36,CAZyme_GH113,CAZyme_GH16,CAZyme_GH30,CAZyme_GH43,CAZyme_GH94,CAZyme_GH3,CAZyme_GH53,CAZyme_GH42,CAZyme_GH32,CAZyme_PL8,CAZyme_GH88,CAZyme_GH10,CAZyme_GH39,CAZyme_GH67,CAZyme_GH52,CAZyme_CE4,CAZyme_GH51,CAZyme_GH48,CAZyme_GH8,CAZyme_CBM3,CAZyme_CBM4,CAZyme_GH20,CAZyme_GH9,CAZyme_GH127,CAZyme_PL1,CAZyme_GH105,CAZyme_CBM70,CAZyme_PL12,CAZyme_GH4,CAZyme_GT2,CAZyme_GT4,CAZyme_GT0,CAZyme_GH0,CAZyme_PL5,CAZyme_GH140,CAZyme_CBM13,CAZyme_GH146,CAZyme_GH27,CAZyme_CE7,CAZyme_GH13,CAZyme_PL2,CAZyme_GH5,CAZyme_PL11,CAZyme_GH31,CAZyme_GH97,CAZyme_CBM6,CAZyme_CBM35,CAZyme_GH115,CAZyme_CE6,CAZyme_GH95,CAZyme_GH26,CAZyme_PL6,CAZyme_PL17,CAZyme_GT5,CAZyme_GT35,CAZyme_GH2,CAZyme_GT52,CAZyme_GT25,CAZyme_CBM22,CAZyme_PL9,CAZyme_PL22,CAZyme_CE1,CAZyme_GH62,CAZyme_GH59,CAZyme_PL10,CAZyme_CE8,CAZyme_CE12,CAZyme_CE9,CAZyme_GH92,CAZyme_GH33,CAZyme_GH29,CAZyme_CBM27,CAZyme_CBM67,CAZyme_CBM32,CAZyme_GH163,CAZyme_GH158,CAZyme_CBM14,CAZyme_GH63,CAZyme_PL7,CAZyme_GH28,CAZyme_GT32,CAZyme_GH35,CAZyme_CBM2,CAZyme_PL29,CAZyme_GH150,CAZyme_GH129,CAZyme_GH110,CAZyme_PL15,CAZyme_GH125,CAZyme_GH76,CAZyme_GH99,CAZyme_GH38,CAZyme_GH121,CAZyme_GH18,CAZyme_CBM20,CAZyme_GH15,CAZyme_GH78,CAZyme_GH106,CAZyme_PL26,CAZyme_GH117,CAZyme_GH77,CAZyme_CBM16,CAZyme_GH66,CAZyme_CBM5,CAZyme_GH17,CAZyme_GH149,CAZyme_GH50,CAZyme_GH154,CAZyme_GH86,CAZyme_GT94,CAZyme_GT70,CAZyme_GT26,CAZyme_GH65,CAZyme_CBM34,CAZyme_CBM72,CAZyme_GH98,CAZyme_GT101,CAZyme_GT14,CAZyme_GT8,CAZyme_CE0,CAZyme_GH120,CAZyme_GH147,CAZyme_GH68,CAZyme_PL3,CAZyme_GH44,CAZyme_GT39,CAZyme_CBM66,CAZyme_CBM61,CAZyme_GH73,CAZyme_CE15,CAZyme_GH91,CAZyme_CBM48,CAZyme_GH93,CAZyme_CBM12,CAZyme_GH109,CAZyme_GH89,CAZyme_GT38,CAZyme_GH144,CAZyme_CBM30,CAZyme_GH19,CAZyme_GH96,CAZyme_GH82,CAZyme_CBM26,CAZyme_GH142,CAZyme_GH143,CAZyme_GH139,CAZyme_GH137,CAZyme_GT11,CAZyme_GT46,CAZyme_GT10,CAZyme_GH138,CAZyme_GH141,CAZyme_GH133,CAZyme_GH157,CAZyme_PL0,CAZyme_PL27,CAZyme_GH145,CAZyme_GH84,CAZyme_GH112,CAZyme_GH136,CAZyme_PL38,CAZyme_GH128,CAZyme_GH57,CAZyme_CBM51,CAZyme_GH11,CAZyme_CBM0,CAZyme_CBM38,CAZyme_GH167,CAZyme_CE17,CAZyme_GH3A,CAZyme_GH3B,CAZyme_GH49
209,PUL0211,Xanthomonas campestris pv. campestris,host glycan,"['GH29', 'GH18', 'GH20', 'GH2', 'GH3', 'GH125', 'GH92', 'GH35']",6,9,20089,"enzyme activity assay,gene deletion mutant and growth assay,thin layer chromatography",,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PUL0212,Bifidobacterium adolescentis,beta-mannan,['GH2'],1,8,13742,qRT-PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PUL0213,Bifidobacterium adolescentis,beta-mannan,['GH2'],1,4,6813,qRT-PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PUL0214,Bifidobacterium adolescentis,beta-mannan,"['GH42', 'GH35']",2,9,15459,qRT-PCR,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PUL0215,Cellvibrio japonicus,beta-glucan,"['GH31', 'GH35', 'GH95']",3,4,10269,"qPCR,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PUL0216,Sphingomonas sp.,alginate,"['PL7', 'PL15']",1,10,14737,"Western Blot,enzyme activity assay,RT-PCR,microarray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PUL0217,Caldanaerobius polysaccharolyticus,beta-mannan,"['GH130', 'GH5']",2,7,7260,RNA-Seq,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PUL0218,termite gut metagenome,arabinogalactan,"['GH51', 'GH97', 'GH43', 'GH43', 'GH51']",5,24,41172,enzyme activity assay,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PUL0219,Lactobacillus paracasei,fructan,['GH32'],1,7,10448,"sugar utilization assay,enzyme activity assay",,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PUL0220,Polaribacter sp. Hel1_33_49,beta-glucan,"['GH30', 'GH17', 'GH3', 'GH149', 'GH16']",5,11,21718,"mass spectrometry,target decoy database analysis",,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PUL0221,uncultured bacterium Contig1529,beta-glucan,"['GH35', 'GH105', 'GH3', 'GH5']",5,10,19717,fosmid library screen,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PUL0222,uncultured bacterium Contig196,beta-glucan,"['GH5', 'GH5', 'GH26']",3,7,11228,fosmid library screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PUL0223,Bacteroides thetaiotaomicron,host glycan,"['GH92', 'GH130', 'GH163']",4,9,15100,"enzyme specificity assay,enzyme activity assay",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PUL0224,Ruminiclostridium cellulolyticum,beta-glucan,"['GH43', 'GH10', 'GH43', 'CBM6', 'GH43', 'GH62', 'GH43', 'GH146', 'GH27', 'GH59', 'GH2', 'GH62', 'CBM32', 'GH30']",14,16,35234,"RT-PCR,qRT-PCR",,,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PUL0225,Bacteroides plebeius,galactan,"['GH16', 'GH117', 'GH2', 'GH2', 'GH50', 'GH154', 'GH16', 'GH86', 'GH86', 'GH29', 'GH16', 'GH2']",12,36,60279,RT-PCR,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PUL0226,Xanthomonas campestris,X,"['GT4', 'GT94', 'GT70', 'GT26']",4,13,15250,Western Blot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PUL0227,Caldanaerobius polysaccharolyticus,xylan,"['GH67', 'GH3']",1,12,18201,"enzyme activity assay,substrate binding assay",,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PUL0228,Bacteroides thetaiotaomicron,arabinogalactan,"['GH43', 'GH43', 'GH51', 'GH43']",4,10,23309,"qRT-PCR,enzyme activity assay,high performance anion exchange chromatography",,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PUL0229,Paenibacillus sp. JDR-2,xylan,"['GH67', 'CBM22', 'GH43']",3,8,11958,RT-PCR ,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PUL0230,Lactobacillus acidophilus,alpha-glucan,"['GH65', 'CBM34']",4,12,15056,"RT-PCR,enzyme activity assay,clone,enzyme kinetic analysis,thin layer chromatography,crystallization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PUL0231,Pectobacterium carotovorum subsp. carotovorum,beta-glucan,['GH1'],1,2,2355,"enzyme activity assay,cosmid library screening",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PUL0232,Bifidobacterium breve,galactan,['GH36'],1,6,7518,"microarray,electrophoretic mobility shift assay",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PUL0233,Bifidobacterium breve,fructan,['GH36'],2,5,6861,"microarray,electrophoretic mobility shift assay",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PUL0234,Gramella forsetii,beta-glucan,"['GH16', 'GH3', 'GH16']",3,7,15086,"proteome fractionation,mass spectrometry,target decoy database analysis",,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PUL0235,Gramella forsetii,alginate,"['PL7', 'PL6', 'PL7', 'PL17', 'PL7', 'PL7']",7,20,23485,"proteome fractionation,mass spectrometry,target decoy database analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PUL0236,Gramella forsetii,alpha-glucan,"['GH13', 'GH13', 'GH65', 'GH13']",4,13,19879,"proteome fractionation,mass spectrometry,target decoy database analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PUL0237,Pseudomonas alkylphenolica,X,['PL5'],2,12,15352,gene deletion mutant and growth assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PUL0238,Bacillus subtilis,beta-mannan,['GH26'],1,8,7240,Northern Blot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PUL0239,Prevotella sp. Sc00026,beta-glucan,"['GH26', 'GH5', 'GH130', 'GH26', 'CE7', 'GH36', 'GH3']",10,18,26598,"fosmid library screen,sequence homology analysis",,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PUL0240,Prevotella sp. Sc00028,beta-glucan,"['GH31', 'GH9', 'GH26']",5,11,19477,"fosmid library screen,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PUL0241,Prevotella sp. Sc00033,beta-glucan,"['GH5', 'GH36']",3,7,12687,"fosmid library screen,sequence homology analysis",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PUL0242,Prevotella sp. Sc00044,beta-glucan,"['GH31', 'CBM72', 'GH26']",3,9,13069,"fosmid library screen,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PUL0243,Prevotella sp. Sc00066,beta-glucan,"['GH5', 'GH94', 'GH36']",4,12,18842,"fosmid library screen,sequence homology analysis",,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PUL0244,Tannerella forsythia,host glycan,"['GH20', 'GH33']",2,9,15395,"gene deletion mutant and growth assay,complementation study,substrate binding assay",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PUL0245,Streptococcus pneumoniae,fructan,"['GH98', 'GH95']",2,11,13365,"enzyme activity assay,gene deletion mutant and growth assay,Western Blot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PUL0246,Streptococcus pneumoniae,fructan,"['GH98', 'GH36', 'GH36', 'GH29']",4,11,16494,"enzyme activity assay,gene deletion mutant and growth assay,Western Blot",,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PUL0247,Vibrio vulnificus,X,"['GT4', 'GT4']",4,18,21210,"primer extension analysis,gene deletion mutant and growth assay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PUL0248,Vibrio vulnificus,capsule polysaccharide degradation,['PL12'],1,19,21216,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PUL0249,Bacillus subtilis,pectin,"['GH105', 'CE12', 'PL11', 'PL11', 'CE12', 'GH42']",6,12,15128,microarray,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PUL0250,Vibrio vulnificus,X,"['GT4', 'GT4', 'PL12', 'GT4']",1,30,33706,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PUL0251,Bacteroides thetaiotaomicron,host glycan,['CBM32'],1,7,11875,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PUL0252,Bacteroides thetaiotaomicron,host glycan,"['CBM32', 'GH29']",2,6,14148,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PUL0253,Bacteroides thetaiotaomicron,X,"['GT2', 'GT2', 'GT101', 'GT2', 'GT2', 'GT4', 'GT4', 'GH27']",13,32,32484,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PUL0254,Bacteroides thetaiotaomicron,X,"['GT4', 'GT4']",2,28,28475,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PUL0255,Bacteroides thetaiotaomicron,X,['GT2'],4,16,17865,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PUL0256,Bacteroides thetaiotaomicron,X,"['GT4', 'GT4']",2,19,23404,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PUL0257,Bacteroides thetaiotaomicron,X,"['GT4', 'GT2', 'GT4', 'GT2']",5,15,15213,gene chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
