PULID,PMID,verification_final,genomic_accession_number,nucleotide_position_range,substrate_final,gene_locus_tags_or_modular,old_other_gene_locus_tags_or_modules,organism_name,ncbi_species_tax_id,degradation_biosynthesis,cazy_diamond_eval,dbcan_hmmer_eval,hotpep_hits,tp_eval,num_cgcs,cazymes_predicted_dbCAN2,num_cazymes,num_genes,cazymes_predicted_dbcan,
PUL0538,23976882,RNA-Seq,CP012801.1,2388865-2412814,"galactomannan,glucomannan,cellobiose,xyloglucan",BcellWH2_02020-BcellWH2_02034,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,7,15,"GH130,GH26,GH26,GH5_2|GH5,GH5_7,CE7,GH3",
PUL0539,23976882,RNA-Seq,CP012801.1,2467595-2494001,"fucose,galacturonic acid, rhamnose",BcellWH2_02076-BcellWH2_02091,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,7,16,"PL1_2|CE8|PL1,GH28,GH105,GH28,PL11,GH106,GH105",
PUL0540,23976882,RNA-Seq,CP012801.1,2988996-3000925,pullulan,BcellWH2_02435-BcellWH2_02440,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,6,"GH97,GH13,GH13",
PUL0541,23976882,RNA-Seq,CP012801.1,3093489-3107238,"N-acetyl-D-galactosamine,chondroitin sulfate",BcellWH2_02517-BcellWH2_02521,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,1,5,PL8_2,
PUL0542,10368143,substrate binding assay,DQ868502.2,38552-76554,xylan,xynDCEFG-xylM-axe1-xynB2A2-aguEFGA-xynB1-kdgKA-uxuR-uxaC-uxuAB-orfABC-xynAX-aze2-xynB3-xylAB,,Geobacillus stearothermophilus,1422,degradation,default,default,default,default,1,yes,6,30,"CE4,GH52,GH10,GH67,GH39,GH43_11",
PUL0543,23976882,RNA-Seq,CP012801.1,3131879-3145280,"cellobiose,beta-glucan,glucosamine",BcellWH2_02537-BcellWH2_02542,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,6,"GH30|GH30_3,GH2|CBM57,GH88",
PUL0544,23976882,RNA-Seq,CP012801.1,3345126-3361118,ribose,BcellWH2_02691-BcellWH2_02699,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,9,GH2,
PUL0545,23976882,RNA-Seq,CP012801.1,3674190-3695070,arabinan,BcellWH2_02906-BcellWH2_02915,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,5,10,"GH43_2|CBM6|GH43,GH3,GH43_17,GH9,GH43_7|CBM13,CE1",
PUL0546,23976882,RNA-Seq,CP012801.1,3762614-3783277,"arabinogalactan,cellobiose",BcellWH2_02969-BcellWH2_02976,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,4,8,"GH2,GH30_4,GH51",
PUL0547,23976882,RNA-Seq,CP012801.1,3873827-3892680,mannose,BcellWH2_03032-BcellWH2_03042,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,4,11,"GH130,GH26,GH2,GH3",
PUL0548,23976882,RNA-Seq,CP012801.1,3934555-3947059,arabinose,BcellWH2_03074-BcellWH2_03080,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,7,"GH28,GH92,GH92",
PUL0549,23976882,RNA-Seq,CP012801.1,5229371-5243662,polygalacturonic acid,BcellWH2_04051-BcellWH2_04056,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,1,6,GH140,
PUL0550,23976882,RNA-Seq,CP012801.1,5289963-5307396,N-acetyl-D-galactosamine,BcellWH2_04089-BcellWH2_04095,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,7,"CE8|PL1|PL1_2,CE8,GH3",
PUL0551,23976882,RNA-Seq,CP012801.1,5665654-5677137,"cellobiose,beta-glucan,glucomannan,laminarin",BcellWH2_04351-BcellWH2_04356,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,2,6,"GH16,GH3",
PUL0552,23976882,RNA-Seq,CP012801.1,6309775-6324625,arabinan,BcellWH2_04902-BcellWH2_04908,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,4,7,"PL1_2|CE8|PL1,GH43_18|GH43,GH142|GH143,GH78|CBM67",
PUL0553,27142817,"RT-PCR,qPCR",FP929033.1,3588797-3632016,xylan,BXY_29170-BXY_29370,,Bacteroides xylanisolvens,371601,degradation,default,default,default,default,1,yes,13,21,"GH43_10|GH43,CBM6|GH3,GH43|GH43_12,GH31,GH97,CBM66|CBM6|GH43|GH43_29,GH43|GH43_12,CBM4|CBM0|GH10,GH5_21,CE1|CE6,CBM6|GH43_29,GH95,GH115",
PUL0554,23976882,RNA-Seq,CP012801.1,6804983-6817567,dextran,BcellWH2_05309-BcellWH2_05314,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,6,"GH66,GH31,GH97",
PUL0555,25139987,"gene deletion mutant and growth assay,qRT-PCR,microarray,enzyme activity assay",NC_016776.1,437949-454517,N-glycan,BF638R_0384-BF638R_0392,,Bacteroides fragilis,817,degradation,default,default,default,default,1,yes,5,9,"GH154,GH2,GH20,GH88,PL0|PL33_1",
PUL0556,25139987,"gene deletion mutant and growth assay,qRT-PCR,microarray,enzyme activity assay",NC_016776.1,1583511-1593729,N-glycan,BF638R_1323-BF638R_1330,,Bacteroides fragilis,817,degradation,default,default,default,default,1,yes,1,7,GH18,
PUL0557,25567280,gene deletion mutant and growth assay,AE015928.1 ,3262908-3288188,alpha-mannan,BT2620-BT2632,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,6,13,"GH97,GH67,GH76,GH92,GH76,GH125",
PUL0558,28329766,"gene deletion mutant and growth assay,growth assay,enzyme activity assay",AE015928.1 ,1200747-1298373,rhamnogalacturonan,BT0981-BT1030,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,20,50,"GH2,GH139,GH106,GH2,GH2,GH2|CBM57|GH137,GH138,GH78,GH141,GH127,GH95,GH105,GH140,CBM67|GH33|GH78,GH28,CBM67|GH78,GH142|GH143,GH43_18|GH43,CE8|PL1_2|PL1",
PUL0559,28329766,"gene deletion mutant and growth assay,growth assay,enzyme activity assay",AE015928.1 ,4749697-4766546,rhamnogalacturonan,BT3662-BT3673,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,5,12,"CBM32|GH43_34,GH43_10,GH97,GH29",
PUL0560,18996345+22205877,"microarray,qPCR",AE015928.1 ,292568-340723,arabinogalactan,BT0262-BT0291,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,2,yes,4,30,"PL27,GH43_24,GH43|GH43_24,GH35|CBM32",
PUL0561,12406739,"clone and expression,enzyme activity assay",NC_004567.2,3100330-3091774,alpha-galactoside,lp_3483-lp_3487,,Lactobacillus plantarum,1590,degradation,default,default,default,default,1,yes,2,5,"GH36,GH2",
PUL0562,18996345+22205877,"microarray,qPCR",AE015928.1 ,4749697-4765579,"host glycan,rhamnogalacturonan",BT3662-BT3672,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,4,11,"CBM32|GH43_34,GH43_10,GH97,GH29",
PUL0563,18996345+22205877,"microarray,qPCR",AE015928.1 ,4766676-4792038,arabinogalactan,BT3674-BT3687,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,7,14,"GH127,GH43|GH43_34,GH154,GH43|GH16|GH43_24,GH43_24,GH145,GH105",
PUL0564,18996345+22205877,"microarray,qPCR",AE015928.1 ,5441391-5517337,rhamnogalacturonan,BT4145-BT4183,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,23,39,"GH106,GH28,GH28,CE12,GH2,GH43|GH43_18|GH42,GH28,CE4|CE0,GH28,GH2,GH27|CBM35,GH35,PL9|PL9_1,PL26,CE12,GH105,PL11|PL11_1,GH105,CE4|CE0,CE6,GH2,PL9_1",
PUL0565,22205877+27872187,"microarray,qPCR",NZ_CP012938.1,3590082-3608913,"galactomannan,glucomannan",Bovatus_02923-Bovatus_02932,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,4,10,"GH130,GH36,GH26,GH26",
PUL0566,22205877+29255254,"microarray,qPCR",NZ_CP012938.1,6315776-6332245,pectin,Bovatus_04876-Bovatus_04882,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,3,7,"GH2,GH53,GH147",
PUL0567,10220172,"clone and expression,enzyme activity assay",AH007017.2,89-8199,chitin,chiABC,,Pseudoalteromonas sp. S9,55516,degradation,default,default,default,default,0,yes,3,3,"CBM5|GH18,AA10|CBM5,CBM5|GH18",
PUL0568,10411273,"clone and expression,enzyme activity assay,Northern Blot",NZ_CP010086.2,6311368-6316315,sucrose,scrARBK,,Clostridium beijerinckii,1520,degradation,default,default,default,default,1,yes,1,4,GH32,
PUL0569,11739774,"clone and expression,enzyme activity assay,Northern Blot",NC_000964.3,3536012-3540727,levan,sacB-yveB-yveA,,Bacillus subtilis,1423,degradation,default,default,default,default,1,yes,1,3,"GH68,GH32",
PUL0570,12777497,"clone and expression,enzyme activity assay",AF508972,1307-5555,cellobiose,bglFAG,,Corynebacterium glutamicum,1718,degradation,default,default,default,default,1,yes,1,3,GH1,
PUL0571,19638370,Northern Blot,AE006468.2,1390110-1397061,chitooligosaccharide,nadE-osmE-chbACBDFG,,Salmonella enterica,28901,degradation,default,default,default,default,1,yes,1,8,GH4,
PUL0572,8335634,enzyme activity assay,CP007224.1,1516668-1533320,alginate,algAFJILXGEK448D,,Pseudomonas aeruginosa,287,biosynthesis,default,default,default,default,1,yes,1,12,PL5|PL5_1,
PUL0573,19648249,"enzyme activity assay,electrophoretic mobility shift assay,RT-PCR,qRT-PCR",NC_010572.1,5564640-5570805,"cellobiose,cellulose,cellooligosaccharide",SGR_RS23570-SGR_RS23590,,Streptomyces griseus,1911,degradation,default,default,default,default,1,yes,1,5,GH1,
PUL0574,16822234,enzyme activity assay,NC_002737.2,1312429-1324390,"alpha-mannoside,N-glycan",spy_1593-spy_1604 ,,Streptococcus pyogenes,1314,degradation,default,default,default,default,1,yes,2,8,"GH1,GH84,GH125,GH38",
PUL0575,20946531,"microarray,growth assay,gene deletion mutant and growth assay",NZ_ABQA01000009.1,6717-20398,raffinose,EFME980_RS04995-EFME980_RS05050,,Enterococcus faecium,1352,degradation,default,default,default,default,1,yes,2,11,"GH13|GH13_18,GH13_31|GH13,GH36,GH4",
PUL0576,20974960,growth assay,CP001840.1,1236100-1248439,"mucin,human milk oligosaccharide,O-glycan",BBPR_1050–BBPR_1058,,Bifidobacterium bifidum,1681,degradation,default,default,default,default,1,yes,1,9,GH112,
PUL0577,21098515,"SDS-PAGE,enzyme activity assay",NC_006370.1,541673-560134,"chitin,chitobiose,cellobiose",PBPRA0516-PBPRA0526  ,,Photobacterium profundum,74109,degradation,default,default,default,default,1,yes,3,11,"GH94,GH20,GH9",
PUL0578,21216899,"qRT-PCR,enzyme activity assay,electrophoretic mobility shift assay",CP000303.1,153080-159234,cellodextrin,Bbr_0105-Bbr_0109,,Bifidobacterium breve,1685,degradation,default,default,default,default,1,yes,1,5,GH1,
PUL0579,21488982,"microarray,qRT-PCR,Western Blot,immunoprecipitation",NC_002505.1,1058502-1062895,N-acetylglucosamine,VC_RS04905-VC_RS04915,,Vibrio cholerae,666,degradation,default,default,default,default,1,yes,1,3,CE9,
PUL0580,21488982,"microarray,qRT-PCR,Western Blot,immunoprecipitation",NC_002505.1,1930173-1932886,N-acetylglucosamine,VC_RS08595-VC_RS08605,,Vibrio cholerae,666,degradation,default,default,default,default,0,yes,1,3,CE9,
PUL0581,22286980,"SDS-PAGE,enzyme activity assay",AB669415,174-4818,inulin,sacA-pfk-inu,,Microbulbifer sp. JAM-3301,1081041,degradation,default,default,default,default,0,yes,2,3,"GH32|CBM38,GH32",
PUL0582,22660716,"NMR,microarray,enzyme activity assay,gene deletion mutant and growth assay",AM406671.1,174930-179693,lactose,llmg_0186-llmg_0190,,Lactococcus lactis,1358,degradation,default,default,default,default,1,yes,1,5,GH1,
PUL0583,8407820,"enzyme activity assay,gene deletion mutant and growth assay",U07818.1,1-4306,cellobiose,celABCD,,Geobacillus stearothermophilus,1422,degradation,1E-10,default,2,default,1,yes,1,5,CE0,
PUL0584,23530958,microarray,CP001834.1,2317224-2332669,melibiose,LLKF_2259-LLKF_2269,,Lactococcus lactis,1358,degradation,default,default,default,default,1,yes,2,11,"GH13|GH13_18,GH36",
PUL0585,21778207,"microarray,gene deletion mutant and growth assay,beta-galactosidase assays",CP000410.2,274549-281092,cellobiose,celA-celD,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,1,7,GH1,
PUL0586,23047109,enzyme activity assay,AB728624.1,585-5032,chitin,ybfMN-ctb,,Serratia marcescens,615,degradation,default,default,default,default,1,yes,1,3,GH20,
PUL0587,23266804,"RT-PCR,enzyme activity assay",CP019300.1,699372-703335,"levan,inulin,fructan",fruABK,,Prevotella intermedia,28131,degradation,default,default,default,default,1,yes,1,3,GH32,
PUL0588,23278377,"enzyme activity assay,RT-PCR",AL645882.2,5692292-5696970,chitin,SCO5232-SCO5235,,Streptomyces coelicolor,1902,degradation,default,default,default,default,1,yes,1,4,GH3,
PUL0589,23930155,"Western Blot,enzyme activity assay,thin layer chromatography",CP007016.1,1487974-1492885,starch,SMUFR_1357-SMUFR_1359,,Streptococcus mutans,1309,degradation,default,default,default,default,0,yes,2,3,"GT35,GH77",
PUL0590,23951303,"qRT-PCR,gene deletion mutant and growth assay,microarray",NZ_ABQJ01000017.1,21176-27433,"maltose,maltodextrin",EFME1162_RS11430-EFME1162_RS11450,EfmE1162_0366-EfmE1162_0370,Enterococcus faecium,1352,degradation,default,default,default,default,1,yes,1,5,CBM34|GH13_20,
PUL0591,23667565,"growth assay,Northern Blot",NC_000964.3,3594242-3598020,N-acetylglucosamine,hprk-nagA-nagBA-nagR,,Bacillus subtilis,1423,degradation,default,default,default,default,0,yes,1,4,CE9,
PUL0592,25063665,qRT-PCR,CP001656.1,1572581-1584525,methylglucuronoarabinoxylan,PJDR2_1318-1325,,Paenibacillus sp. JDR-2,324057,degradation,default,default,default,default,1,yes,3,8,"GH67,GH10,GH43_12",
PUL0593,8576036,Northern Blot,M57692.1,1434-12828 ,"maltose,maltotriose",amyBEDCA,,Thermoanaerobacterium thermosulfurigenes,33950,degradation,default,default,default,default,1,yes,2,6,"GH13_39|CBM34|GH13|CBM20,GH13_2|CBM20",
PUL0594,25063665,qRT-PCR,CP001656,4094827-4100740,methylglucuronoarabinoxylan,PJDR2_3596-3599,,Paenibacillus sp. JDR-2,324057,degradation,default,default,default,default,1,yes,1,4,GH51,
PUL0595,25388295,"enzyme activity assay,qPCR,crystallization",FP929042,2173768-2180902,starch,EUR_21100-21130,,[Eubacterium] rectale,39491,degradation,default,default,default,default,0,yes,1,4,CBM26|GH13_41|CBM82|GH13|CBM41|CBM83,
PUL0596,25388295,"enzyme activity assay,qPCR,crystallization",FP929042,196460-202017,starch,EUR_01830-01860,,[Eubacterium] rectale,39491,degradation,default,default,default,default,1,yes,1,4,GH13_36,
PUL0597,25862223,"enzyme activity assay,enzyme kinetic analysis",KM066603,110-6942,"arabinoxylan,arabino-xylooligosaccharide",xylHEFGD,,Corynebacterium alkanolyticum,909925,degradation,default,default,default,default,1,yes,1,5,GH3,
PUL0598,26020016,"liquid chromatography and mass spectrometry,differential gene expression",CP002160.1    ,731364-737408,xylose,Clocel_0589-0592,,Clostridium cellulovorans 743B,573061,degradation,default,default,default,default,0,yes,1,4,GH95,
PUL0599,26020016,"liquid chromatography and mass spectrometry,differential gene expression",CP002160.1    ,3141436-3150824,xylan,Clocel_2592-Clocel_2598,,Clostridium cellulovorans,1493,degradation,default,default,default,default,1,yes,1,7,GH43|GH43_11,
PUL0600,26020016,"liquid chromatography and mass spectrometry,differential gene expression",CP002160.1    ,3925850-3941689,galactomannan,Clocel_3194-Clocel_3205,,Clostridium cellulovorans,1493,degradation,default,default,default,default,1,yes,2,12,"GH130,GH130,GH2",
PUL0601,26020016,"liquid chromatography and mass spectrometry,differential gene expression",CP002160.1    ,2667794-2686941,pectin,Clocel_2249-Clocel_2264,,Clostridium cellulovorans,1493,degradation,default,default,default,default,1,yes,1,15,"GH28,GH105",
PUL0602,26442136,sequence homology analysis,CP002835.1,2158671-2196700,xylan,Geoth_2242-Geoth_2272,,Parageobacillus thermoglucosidasius,1426,degradation,default,default,default,default,1,yes,6,26,"CBM22|GH10,GH39,GH67,GH10,GH52,CE4",
PUL0603,31703861,"microarray,qRT-PCR,culureing methods",NC_004567.2,2676726-2679930,galactomannooligosaccharide,LP_RS12650-LP_RS12660,LP_3009-LP_3010-LP_3011,Lactobacillus plantarum WCFS1,1590,degradation,default,default,default,default,1,yes,1,3,GH1,
PUL0604,31703861,"microarray,qRT-PCR,culureing methods",NC_004567.2,164479-171853,galactomannooligosaccharide,LP_RS00750-LP_RS00770,LP_0184-LP_0185-LP_0186-LP_0187-LP_0188-LP_0189,Lactobacillus plantarum WCFS1,1590,degradation,default,default,default,default,1,yes,2,6,"GH32,GH13_31|GH13",
PUL0605,33101261+21029047,"RT-PCR,gene deletion mutant and growth assay",CP025268.1,3564821-3574189,glycogen,CXP41_18685-CXP41_18705,,Escherichia coli,562,biosynthesis,default,default,default,default,0,yes,4,5,"GT35,GT5,GH13|GH13_11|CBM48|GH77,GH13|GH13_9|CBM48",
PUL0606,32385941,"enzyme activity assay,clone and expression",NC_020517.1,389206-393826,beta-galactooligosaccharide,BBR_RS11735-BBR_RS11745,Bbr_0283-Bbr_0285,Bifidobacterium breve UCC2003,1685,degradation,default,default,default,default,1,yes,1,3,3.2.1.23|GH2,
PUL0607,32520542,"enzyme activity assay,clone and expression,liquid chromatography and mass spectrometry",NZ_CP014224.1,1677698-1717015,porphyran,AXE80_RS06895-AXE80_RS07005,AXE80_06880-AXE80_06990,Wenyingzhuangia fucanilytica strain CZ1127,1790137,degradation,default,default,default,default,1,yes,8,22,"GH2|CBM67|CBM51,GH141|PL0,GH105|GH154,GH16_11|GH16|3.2.1.178,GH117,GH16_11|GH16,GH16_14,GH29",
PUL0608,32620774,"enzyme activity assay,clone and expression,liquid chromatography and mass spectrometry,thin layer chromatography,MALDI-TOF/MS",NC_015977.1,885483-897323,human milk oligosaccharide,RHOM_RS04015-RHOM_RS04055,RHOM_04090-RHOM_04130,Roseburia hominis DSM 16839,301301,degradation,default,default,default,default,1,yes,2,9,"3.2.1.140|GH136,2.4.1.211|GH112",
PUL0609,32620774,"enzyme activity assay,clone and expression,liquid chromatography and mass spectrometry,thin layer chromatography,MALDI-TOF/MS",NZ_ACFY01000084.1,45466-61920,human milk oligosaccharide,ROSEINA2194_RS08245-ROSEINA2194_RS08295,ROSEINA2194_01899-ROSEINA2194_01886,Roseburia inulinivorans DSM 16841,360807,degradation,default,default,default,default,1,yes,4,11,"GH112|2.4.1.211,3.2.1.63|GH95,3.2.1.63|GH95,GH136|3.2.1.-",
PUL0610,31992772,"enzyme activity assay,strcutural analysis",CP001807.1,1220087-1251526,xylan,Rmar_1067-Rmar_1081,,Rhodothermus marinus,29549,degradation,default,default,default,default,1,yes,6,14,"GH43_15|CBM6,GH10|CBM4|3.2.1.8,GH10,GH67,GH3,GH3",
PUL0611,32071270,liquid chromatography and mass spectrometry,RHLG01000001.1,87985-112122,alpha-glucan,ED556_00425-ED556_00490,,Winogradskyella sp. isolate Bin3,1883156,degradation,default,default,default,default,1,yes,6,14,"GH97,GH13|GH13_19,GH13_38,GH31,GH13,GH65",
PUL0612,32071270,liquid chromatography and mass spectrometry,RHLF01000001.1,1252462-1269410,alpha-glucan,ED555_05795-ED555_05845,,Muricauda sp. isolate Bin2,192149,degradation,default,default,default,default,1,yes,2,10,"GH65,GH13_38",
PUL0613,33113351,RNA-Seq,JABKKG010000003.1,315037-327406,"O-glycan,N-glycan",HPS57_05940-HPS57_05965,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,2,5,"PL38|GH88,GH2|CBM57",
PUL0614,33113351,RNA-Seq,JABKKG010000004.1,10910-19195,pectin,HPS57_06680-HPS57_06690,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,1,3,CBM6|PL1|CE8|PL1_2,
PUL0615,33113351,RNA-Seq,JABKKG010000004.1,347323-358632,pectin,HPS57_07910-HPS57_07935,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,1,7,GH28,
PUL0616,33113351,RNA-Seq,JABKKG010000005.1,52557-72877,pectin,HPS57_08295-HPS57_08340,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,1,9,PL1_2,
PUL0617,33113351,RNA-Seq,JABKKG010000005.1,106573-131671,xylan,HPS57_08475-HPS57_08540,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,6,14,"GH67,GH10,GH43|GH43_1,GH43_35,GH43|GH5_21|GH5,GH10|CBM0|CBM4|3.2.1.8",
PUL0618,33113351,RNA-Seq,JABKKG010000006.1,163785-179147,pectin,HPS57_09935-HPS57_09960,,Prevotella sp. PINT,2736291,degradation,default,default,default,default,1,yes,2,6,"GH36,PL1|CBM77",
PUL0619,33113351,RNA-Seq,JABKKE010000013.1,76512-87027,xylan,HPS55_08870-HPS55_08890,,Prevotella sp. PROD,2736291,degradation,default,default,default,default,1,yes,1,5,GH35|CBM32,
PUL0620,33113351,RNA-Seq,JABKKE010000016.1,24466-52842,xylan,HPS55_09945-HPS55_09990,,Prevotella sp. PROD,2736291,degradation,default,default,default,default,1,yes,2,10,"GH128,GH51|GH43_19",
PUL0621,33113351,RNA-Seq,JABKKE010000002.1,129359-150740,pectin,HPS55_02230-HPS55_02270,,Prevotella sp. PROD,2736291,degradation,default,default,default,default,1,yes,4,8,"3.2.1.37|GH3|CBM6,GH57,GT4,GH133",
PUL0622,33113351,RNA-Seq,JABKKE010000021.1,12378-52329,xylan,HPS55_11495-HPS55_11570,,Prevotella sp. PROD,2736291,degradation,default,default,default,default,1,yes,5,15,"CBM35|CBM2|PL11_1|PL11,GH3|3.2.1.55|CBM6|3.2.1.37,GH43_7|CBM13|GH43,PL11_1|CBM35|CE12|PL11|CBM2,GH2",
PUL0623,33113351,RNA-Seq,JABKKF010000001.1,275500-306619,pectin,HPS56_01020-HPS56_01090,,Prevotella sp. PMUR,2736291,degradation,default,default,default,default,1,yes,1,15,CBM6|GH3|3.2.1.37,
PUL0624,33113351,RNA-Seq,JABKKF010000001.1,437271-467310,xylan,HPS56_01555-HPS56_01605,,Prevotella sp. PMUR,2736291,degradation,default,default,default,default,1,yes,3,11,"CBM13|GH43|GH43_24,GH43_19|GH51,GH128",
PUL0625,33113351,RNA-Seq,JABKKF010000013.1,29296-73074,xylan,HPS56_11565-HPS56_11655,,Prevotella sp. PMUR,2736291,degradation,default,default,default,default,1,yes,9,18,"GH43_12|GH43,GH115,GH43|GH43_10,GH97,CBM6|GH43_29|GH43|CBM22,CE1|CBM48,CBM51|CBM32|GH95|CBM13,GH115,GH30_8",
PUL0626,33119797,high performance anion exchange chromatography,JAATOH010000049.1,5342-40541,arabinan,HCN73_09280-HCN73_09400,,Lactobacillus crispatus DSM29598,47770 ,degradation,default,default,default,default,1,yes,8,24,"GH43|CBM54|GH43_4,GH2,GH43|GH43_4,GH127,GH51,GH43|CBM42|GH43_26,GH51,GH27|CBM51",
PUL0627,33159946,"sugar utilization assay,NMR,Smith degradation,mass spectrometry,sequence homology analysis",KC526913.2,3089-27646,capsule polysaccharide,,,Acinetobacter baumannii LUH5543,470,biosynthesis,default,default,3,default,1,yes,1,21,GT2,
PUL0628,33159946,"sugar utilization assay,NMR,Smith degradation,mass spectrometry,sequence homology analysis",MN148381.1,1-24890,capsule polysaccharide,,,Acinetobacter baumannii BAL_204,470,biosynthesis,default,default,default,default,1,yes,2,22,"GT2|GT2,GT2|GT2",
PUL0629,33159946,"sugar utilization assay,NMR,Smith degradation,mass spectrometry,sequence homology analysis",MN148383.1,1-25336,capsule polysaccharide,,,Acinetobacter baumannii BAL_309,470,biosynthesis,default,default,default,default,1,yes,1,22,GT2|GT2,
PUL0630,33187992,"enzyme activity assay,affinity gel electrophoresis",HF548280.1,18604-35744,xylan,BN138_221-BN138_229,,termite gut metagenome,433724,degradation,default,default,default,default,1,yes,5,9,"GH10|CBM4|CBM0|3.2.1.8,GH115,GH11|CBM6|CBM36,CBM0|3.2.1.8|GH10|CBM9|CBM22,GH43|GH43_1",
PUL0631,33310406,"growth assay,sequence homology analysis",NZ_CP060437.1,182863-192114,alginate,PSAL_RS18385-PSAL_RS18420,PSAL_036730-PSAL_036800,Pseudooceanicola algae Lw-13e,1537215,degradation,default,default,default,default,1,yes,1,8,PL15|PL15_1,
PUL0632,33439065,recombinant protein expression,NZ_ACFY01000156.1,29140-36513,"sucrose,kestose,nystose,inulin",ROSEINA2194_RS16655-ROSEINA2194_RS16680,ROSEINA2194_03833-ROSEINA2194_03839,Roseburia inulinivorans DSM 16841,360807,degradation,default,default,default,default,1,yes,1,5,CBM66|GH32,
PUL0633,33439065,recombinant protein expression,NZ_CVRR01000009.1,42847-50088,"sucrose,kestose,nystose",M72_RS04730-M72_RS04755,M72_24111-M72_24171,Roseburia faecis M72,301302,degradation,default,default,default,default,1,yes,1,5,GH32,
PUL0634,33439065,recombinant protein expression,NC_012781.1,236959-244278,"sucrose,kestose,nystose",EUBREC_RS01145-EUBREC_RS01170,EUBREC_0253-EUBREC_0258,Eubacterium rectale ATCC 33656 ,39491,degradation,default,default,default,default,1,yes,1,6,GH32,
PUL0635,33439065,recombinant protein expression,NZ_BLYL01000002.1,70950-76292,"sucrose,kestose,nystose,fructooligosaccharide",JMF79_RS02630-JMF79_RS02655,COEU31_05220-COEU31_05270,Coprococcus eutactus JCM 31265,33043,degradation,default,default,default,default,0,yes,1,7,CBM38|GH32|CBM66,
PUL0636,33439065,recombinant protein expression,NZ_BLYL01000009.1,14990-22272,"sucrose,kestose,nystose,fructooligosaccharide",JMF79_RS08410-JMF79_RS08440,COEU31_16530-COEU31_16590,Coprococcus eutactus JCM 31265,33043,degradation,default,default,default,default,1,yes,1,8,GH32|CBM66,
PUL0637,33439065,recombinant protein expression,NZ_CP022479.1,1869091-1875620,"sucrose,kestose,nystose",CG447_RS09250-CG447_RS09270,CG447_09240-CG447_09260,Faecalibacterium prausnitzii A2165,853,degradation,default,default,default,default,1,yes,1,5,GH32,
PUL0638,33439065,recombinant protein expression,NZ_KB290636.1,72733-80570,"sucrose,kestose",HMPREF0369_RS01715-HMPREF0369_RS01745,HMPREF0369_00355-HMPREF0369_00360,Anaerostipes hadrus DSM 3319,649756 ,degradation,default,default,default,default,1,yes,1,5,GH32,
PUL0639,33439065,recombinant protein expression,NZ_KB290676.1,26972-32883,"sucrose,kestose",HMPREF0369_RS08180-HMPREF0369_RS08195,HMPREF0369_01715-HMPREF0369_01718,Anaerostipes hadrus DSM 3319,649756 ,degradation,default,default,default,default,1,yes,2,4,"GH32,GH32",
PUL0640,33439065,recombinant protein expression,NZ_KB290658.1,52148-63706,"sucrose,kestose,nystose",HMPREF0369_RS06055-HMPREF0369_RS13555,HMPREF0369_01258-HMPREF0369_01267,Anaerostipes hadrus DSM 3319,649756 ,degradation,default,default,default,default,1,yes,1,10,CBM66|CBM38|GH32,
PUL0641,33439065,recombinant protein expression,NZ_DS499729.1,73694-81982,"sucrose,kestose",ANACAC_RS03035-ANACAC_RS03070,ANACAC_00493-ANACAC_00500,Anaerostipes caccae L1-92 DSM 14662,105841,degradation,default,default,default,default,1,yes,1,10,GH32,
