dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM32_e75	CBM32:9	-	host glycan	130	I2G92_RS20590	401	2.4e-55	1	130	258	393	0.9923076923076923	0.9923076923076923
GT4_e633	GT4:17	-	-	151	I2G92_RS22820	352	3.6e-46	2	151	176	325	0.9867549668874173	0.9867549668874173
GH141_e22	GH141:112|CBM6:1|CBM9:1	3.2.1.51:1	pectin	561	I2H14_RS02685	617	1.9e-264	1	561	22	578	0.9982174688057041	0.9982174688057041
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	I2I37_RS21845	857	5.3e-29	12	158	63	218	0.7849462365591398	0.7849462365591398
GH78_e80	GH78:1278|CBM67:96|GH3:3|GH0:2|GH18:2|CBM0:1	3.2.1.40:8|3.1.1.73:2	alpha-rhamnoside	510	I2I37_RS21845	857	1.9e-156	4	508	293	839	0.9882352941176471	0.9882352941176471
GH18_e243	GH18:33	-	-	160	I2I37_RS21895	382	5.3e-70	1	160	189	356	0.99375	0.99375
GT2	GT2:11	-	-	164	I2I37_RS22835	328	7.6e-63	1	162	6	165	0.9817073170731707	0.9817073170731707
GT25_e69	GT25:13|GH16:1	-	-	175	I2I37_RS22840	244	3.2e-59	2	175	4	175	0.9885714285714285	0.9885714285714285
GT32_e86	GT32:24	-	-	77	I2I37_RS22845	244	7.3e-40	2	76	22	96	0.961038961038961	0.961038961038961
GT2	GT2:7	-	-	113	I2I37_RS22865	296	7.5e-38	1	112	9	122	0.9823008849557522	0.9823008849557522
GT4_e687	GT4:76	-	-	141	I2I37_RS24325	398	6.7e-20	3	104	228	330	0.7163120567375887	0.7163120567375887
GT4_e2892	GT4:7	-	-	149	I2I37_RS24330	363	7.5e-32	4	147	190	330	0.959731543624161	0.959731543624161
GT2	GT2:18	-	-	143	I2I37_RS24350	339	2.9e-36	1	121	10	142	0.8391608391608392	0.8391608391608392
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	I4W64_RS03830	896	1.5e-278	2	562	42	597	0.99644128113879	0.99644128113879
GH95_e9	GH95:154	-	-	587	I4W64_RS10710	1022	2.6e-269	3	586	102	690	0.9931856899488927	0.9931856899488927
GT4_e3623	GT4:9	-	-	149	I4W67_RS06490	385	2.6e-34	2	144	209	354	0.9530201342281879	0.9530201342281879
GH43_e65	GH43_35:15	-	-	316	I4W67_RS07540	515	1.4e-148	1	316	22	322	0.9968354430379747	0.9968354430379747
GH31_e23	GH31:202	3.2.1.20:1	starch	419	I4W67_RS08815	715	9.2e-194	2	416	179	587	0.9880668257756563	0.9880668257756563
GT2	GT2:32	-	-	160	I4W67_RS14585	111	9.8e-49	1	108	4	111	0.66875	0.66875
GH29_e5	GH29:14|CBM32:10	-	-	321	I4W67_RS18355	650	1.1e-150	1	321	47	366	0.9968847352024922	0.9968847352024922
CBM32_e121	CBM32:10|GH29:10	-	host glycan	103	I4W67_RS18355	650	1e-33	1	101	381	481	0.970873786407767	0.970873786407767
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	I4W67_RS18355	650	2e-17	7	108	531	632	0.926605504587156	0.926605504587156
GH43_e22	GH43_29:182|GH43_19:31|GH43_34:4|GH51:3|GH43_31:1|GH43:1|GH43_33:1	3.2.1.-:2|3.2.1.55:1	xylan, xylan	276	I4W67_RS19055	327	1.2e-115	1	276	38	312	0.9963768115942029	0.9963768115942029
GH30_e11	GH30_2:24	-	-	435	I4W67_RS19060	479	2.8e-225	3	435	37	476	0.993103448275862	0.993103448275862
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	I4W67_RS20540	679	6.3e-179	3	467	224	677	0.9914529914529915	0.9914529914529915
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	I4W67_RS20545	657	2.4e-195	2	466	183	651	0.9914529914529915	0.9914529914529915
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	I4W67_RS20550	630	2.1e-74	1	275	76	307	0.9963636363636363	0.9963636363636363
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	I4W67_RS20550	630	5.2e-103	1	274	338	623	0.9927272727272727	0.9927272727272727
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	pectin	314	I4W67_RS20555	758	1.6e-148	1	313	14	325	0.9936305732484076	0.9936305732484076
CBM32_e42	CBM32:247|GH35:243|GH43_24:9	-	host glycan	74	I4W67_RS20555	758	1.6e-31	2	72	679	752	0.9459459459459459	0.9459459459459459
GH2_e7	GH2:34|CBM32:32|GH64:22|CBM57:2	-	-	605	I4W67_RS24775	981	1.3e-188	10	604	208	793	0.9818181818181818	0.9818181818181818
GH2_e55	GH2:6	-	-	601	I4W67_RS24790	644	8.5e-234	17	600	16	597	0.9700499168053245	0.9700499168053245
GH92_e19	GH92:42|CBM32:1	-	-	483	I4W67_RS26630	1223	1.4e-232	1	481	258	741	0.9937888198757764	0.9937888198757764
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	I4W67_RS26630	1223	4e-123	2	271	756	1019	0.992619926199262	0.992619926199262
CBM91_e36	CBM91:62|GH43_9:59|GH43_19:31|GH43:3|GH43_34:2	-	xylan	176	I4W67_RS26630	1223	2.8e-56	1	175	1041	1215	0.9886363636363636	0.9886363636363636
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan	468	I6F00_RS09615	828	1.8e-184	3	467	363	820	0.9914529914529915	0.9914529914529915
GT4_e4024	GT4:75|GT2:64|GT0:1|CE0:1	-	-	122	I6F00_RS19370	369	7.9e-23	4	119	216	336	0.9426229508196722	0.9426229508196722
CE20_e34	CE20:107	-	-	261	I6G69_RS25735	114	7.8e-21	15	116	1	103	0.38697318007662834	0.38697318007662834
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	INE82_RS08660	707	1.1e-271	1	539	45	608	0.9981447124304267	0.9981447124304267
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	INE82_RS13430	496	3.7e-18	5	102	309	405	0.5418994413407822	0.5418994413407822
GT2	GT2:10	-	-	108	J8986_RS01655	331	5.8e-33	1	106	24	129	0.9722222222222222	0.9722222222222222
GT4_e1495	GT4:5	-	-	152	J8986_RS01685	360	3.4e-33	5	151	181	324	0.9605263157894737	0.9605263157894737
GT4_e939	GT4:9	-	-	159	J8986_RS01720	409	2.4e-54	2	159	221	377	0.9874213836477987	0.9874213836477987
CBM32_e165	CBM32:21|GH20:6|GH33:6|GH95:5|CBM5:1	-	host glycan	130	J9A00_RS14110	1016	5.8e-21	2	130	192	322	0.9846153846153847	0.9846153846153847
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	xyloglucan, host glycan, host glycan	726	J9A00_RS14110	1016	4e-224	100	724	318	980	0.859504132231405	0.859504132231405
GH95_e3	GH95:121	3.2.1.63:2	xyloglucan, host glycan	698	J9A10_RS00955	758	1.9e-289	2	696	38	727	0.994269340974212	0.994269340974212
GH97_e2	GH97:11	-	-	615	J9A10_RS00960	639	0	2	615	24	636	0.9967479674796748	0.9967479674796748
CE20_e26	CE20:7|CE6:6	-	-	233	J9A10_RS00965	485	2.4e-49	3	231	19	245	0.9785407725321889	0.9785407725321889
CE3_e27	CE3:21|CBM5:1|GH18:1	-	-	190	J9A10_RS00965	485	1.9e-16	1	189	263	482	0.9894736842105263	0.9894736842105263
GH2_e53	GH2:132|CBM32:58|CBM2:1	-	-	595	J9A10_RS05285	866	0	2	594	30	633	0.9949579831932773	0.9949579831932773
CBM32_e28	CBM32:62|GH2:59	-	host glycan	109	J9A10_RS05285	866	4e-35	1	109	746	857	0.9908256880733946	0.9908256880733946
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	xyloglucan, host glycan, host glycan	726	J9A10_RS05290	744	1.3e-231	89	721	47	702	0.8705234159779615	0.8705234159779615
PL35_e4	PL35:12	-	-	172	J9A10_RS18445	614	1e-77	2	172	394	564	0.9883720930232558	0.9883720930232558
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	J9A10_RS18460	433	4.8e-143	3	323	84	422	0.9876543209876543	0.9876543209876543
GH154_e16	GH154:95	-	-	358	J9A10_RS18465	424	1.7e-177	1	357	46	402	0.994413407821229	0.994413407821229
GH95_e9	GH95:154	-	-	587	J9A10_RS18495	758	1.3e-255	3	586	102	691	0.9931856899488927	0.9931856899488927
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	J9A17_RS00020	95	1.1e-44	102	196	1	95	0.415929203539823	0.415929203539823
GT4_e2305	GT4:8	-	-	152	J9A17_RS22810	384	1.2e-42	2	149	198	348	0.9671052631578947	0.9671052631578947
GT2	GT2:37|GT101:8	2.4.1.-:1	-	163	J9A17_RS22820	326	7.4e-47	1	162	5	168	0.9877300613496932	0.9877300613496932
GT4_e1178	GT4:12	-	-	136	J9A17_RS22825	405	1.5e-24	2	133	236	367	0.9632352941176471	0.9632352941176471
GT4_e2842	GT4:7	-	-	154	J9A17_RS22850	425	2.9e-25	2	152	230	377	0.974025974025974	0.974025974025974
GT4_e647	GT4:7	-	-	144	K0F21_RS10765	177	4.9e-37	7	141	16	149	0.9305555555555556	0.9305555555555556
GT4_e1997	GT4:5	-	-	154	K0F21_RS10780	377	5.3e-78	3	153	196	346	0.974025974025974	0.974025974025974
GT4_e4001	GT4:11	-	-	139	K0F21_RS10785	369	1.4e-35	1	126	198	325	0.8992805755395683	0.8992805755395683
GT4_e1928	GT4:54	-	-	149	K0F21_RS10790	371	9.8e-30	2	143	187	326	0.9463087248322147	0.9463087248322147
GH24_e203	GH24:151	-	-	126	K0F21_RS19275	169	1.4e-68	2	126	38	162	0.9841269841269841	0.9841269841269841
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	K0F21_RS21925	824	0	3	732	26	761	0.9811574697173621	0.9811574697173621
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	K0F21_RS23615	268	4.6e-36	4	205	45	257	0.9757281553398058	0.9757281553398058
GT2	GT2:56	-	-	152	K0F21_RS23635	327	3.3e-55	1	142	14	155	0.9276315789473685	0.9276315789473685
GT2	GT2:42	-	-	259	K0F21_RS23645	277	1.1e-54	11	258	16	254	0.9536679536679536	0.9536679536679536
GT2	GT2:12	-	-	156	K0F21_RS23650	239	2.1e-58	3	154	1	159	0.967948717948718	0.967948717948718
GT2	GT2:73	-	-	254	K0F21_RS23660	265	3.3e-44	3	251	7	250	0.9763779527559056	0.9763779527559056
CE8_e83	CE8:19	-	-	292	K0F21_RS24260	369	3.9e-158	1	291	29	317	0.9931506849315068	0.9931506849315068
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	K0F21_RS24270	470	3.9e-171	1	366	76	445	0.9918478260869565	0.9918478260869565
GH105_e22	GH105:48	-	-	341	K0F21_RS24285	810	1.2e-149	2	340	468	807	0.9912023460410557	0.9912023460410557
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectin	184	K0F21_RS24290	480	8.8e-83	1	184	59	243	0.9945652173913043	0.9945652173913043
PL10_e13	PL10_1:106|CE0:22|CE8:20|PL10:4|CE12:1	4.2.2.2:1	pectin	290	K0F21_RS24300	636	5.3e-90	2	252	266	514	0.8620689655172413	0.8620689655172413
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	K0F21_RS24305	863	6.9e-114	3	246	54	303	0.9681274900398407	0.9681274900398407
CBM67_e27	CBM67:9|GH78:9	-	rhamnose	168	K0F21_RS24310	1283	8.1e-50	5	164	171	333	0.9464285714285714	0.9464285714285714
GH78_e2	GH78:144|GH33:56|CBM67:6	3.2.1.40:1|3.2.1.-:1	alpha-rhamnoside	517	K0F21_RS24310	1283	9e-247	2	517	365	880	0.9961315280464217	0.9961315280464217
GH33_e82	GH33:118|GH78:56	3.2.1.40:1|3.2.1.-:1	pectin	297	K0F21_RS24310	1283	3.5e-129	3	297	948	1254	0.98989898989899	0.98989898989899
GT4_e3588	GT4:60	-	-	149	K0F21_RS24750	458	3.2e-62	3	149	284	430	0.9798657718120806	0.9798657718120806
GH28_e23	GH28:6	-	-	273	K0F21_RS24880	763	3.1e-86	2	272	452	739	0.989010989010989	0.989010989010989
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	K0F21_RS24885	619	1.4e-138	2	350	123	497	0.9914529914529915	0.9914529914529915
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	K0F21_RS24890	769	1.7e-119	3	231	107	335	0.987012987012987	0.987012987012987
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	K0F21_RS24895	775	1.2e-163	2	349	150	506	0.9886039886039886	0.9886039886039886
GH24_e203	GH24:151	-	-	126	K0F21_RS25490	165	2.1e-56	1	126	32	158	0.9920634920634921	0.9920634920634921
GT2	GT2:13	-	-	155	K0F31_RS03950	353	3e-44	1	150	8	162	0.9612903225806452	0.9612903225806452
GT4_e1384	GT4:6	-	-	140	K0F31_RS03955	336	4.9e-56	1	139	163	301	0.9857142857142858	0.9857142857142858
CE4_e313	CE4:6	-	-	147	K0F31_RS16090	355	4.6e-22	7	141	56	185	0.9115646258503401	0.9115646258503401
GT4_e3598	GT4:8	-	-	146	K0F31_RS23355	202	1.9e-47	2	146	27	170	0.9863013698630136	0.9863013698630136
GT4_e2918	GT4:7	-	-	144	K0F31_RS23365	348	2.3e-30	2	133	188	314	0.9097222222222222	0.9097222222222222
GT4_e2990	GT4:41	-	-	150	K0F31_RS23370	336	2.2e-26	4	146	174	306	0.9466666666666667	0.9466666666666667
GT4_e1477	GT4:11	-	-	159	K0F32_RS08125	394	1.5e-16	3	139	207	336	0.8553459119496856	0.8553459119496856
GT4_e1477	GT4:11	-	-	159	K0F32_RS08150	390	2.6e-63	2	157	204	358	0.9748427672955975	0.9748427672955975
GH24_e168	GH24:108	-	-	121	K0F33_RS14780	171	2.1e-63	3	121	41	164	0.9752066115702479	0.9752066115702479
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	K0F33_RS25770	620	5.7e-145	2	300	49	367	0.9900332225913622	0.9900332225913622
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	K0F33_RS25770	620	2.3e-22	6	106	500	600	0.9174311926605505	0.9174311926605505
CBM62_e0	CBM62:62	-	xyloglucan, arabinogalactan and galactomannan	69	K0F33_RS26335	631	3.9e-16	4	68	430	495	0.927536231884058	0.927536231884058
GT4_e2006	GT4:6	-	-	121	K0F71_RS19085	373	9.8e-49	1	119	199	317	0.9752066115702479	0.9752066115702479
GT4_e3072	GT4:23	-	-	141	K0F71_RS19095	384	6.7e-48	2	140	208	347	0.9787234042553191	0.9787234042553191
GT4_e420	GT4:33|GT2:1	-	-	151	K0F71_RS19115	381	3.9e-42	2	151	203	350	0.9867549668874173	0.9867549668874173
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	K0G22_RS02335	341	4.3e-16	2	203	90	328	0.9757281553398058	0.9757281553398058
GH20_e108	GH20:117|CBM32:1	-	-	425	K0G22_RS15905	835	5.4e-185	1	424	306	722	0.9952941176470588	0.9952941176470588
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-galactan	684	K0G22_RS15910	950	0	2	684	29	713	0.9970760233918129	0.9970760233918129
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	K0G22_RS15915	603	1.1e-253	3	558	34	589	0.9788359788359788	0.9788359788359788
GH43_e5	GH43_26:84	-	-	310	K0G22_RS15920	367	4.9e-135	1	309	40	348	0.9935483870967742	0.9935483870967742
GH3_e198	GH3:167	3.2.1.21:4	beta-glucan	263	K0G22_RS15925	767	3.6e-118	1	263	175	435	0.9961977186311787	0.9961977186311787
GH97_e21	GH97:19	-	-	639	K0G22_RS15935	687	7.1e-274	5	639	40	684	0.9921752738654147	0.9921752738654147
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	K0G22_RS15945	652	4.7e-298	5	633	21	651	0.9921011058451816	0.9921011058451816
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	K0G22_RS15990	744	7.7e-106	1	208	59	278	0.9951923076923077	0.9951923076923077
CBM50_e519	CBM50:50	-	chitin, peptidoglycan	43	K0G22_RS16260	309	5.2e-21	1	42	96	136	0.9534883720930233	0.9534883720930233
GH43_e4	GH43_10:36|GH35:1	-	-	277	K0G22_RS16905	513	1.3e-172	1	277	22	296	0.9963898916967509	0.9963898916967509
CBM91_e35	CBM91:42|GH43_10:42|GH35:2	-	xylan	188	K0G22_RS16905	513	2.5e-104	1	188	325	512	0.9946808510638298	0.9946808510638298
CBM61_e8	CBM61:22|GH53:22	-	beta-galactan	133	K0G22_RS19280	539	1.8e-36	1	132	49	184	0.9849624060150376	0.9849624060150376
GH53_e19	CBM61:21|GH53:21	-	-	356	K0G22_RS19280	539	3.1e-168	1	356	196	533	0.9971910112359551	0.9971910112359551
GH35_e8	GH35:26	-	-	365	K0G22_RS19305	783	1.3e-194	1	364	62	425	0.9945205479452055	0.9945205479452055
CE4_e17	CE4:15	-	-	122	K0G22_RS19310	531	7.6e-20	3	106	46	157	0.8442622950819673	0.8442622950819673
GH147_e1	GH147:6	3.2.1.89:1	beta-galactan	793	K0G22_RS19315	833	0	2	793	20	808	0.9974779319041615	0.9974779319041615
CE4_e70	CE4:9	-	-	147	K0G22_RS22840	333	1.1e-19	6	147	86	292	0.9591836734693877	0.9591836734693877
GT4_e751	GT4:18	-	-	151	K0G22_RS22860	364	1.3e-23	2	142	195	328	0.9271523178807947	0.9271523178807947
GT4_e1452	GT4:5	-	-	147	K0G22_RS22875	381	2.8e-44	1	140	208	347	0.9455782312925171	0.9455782312925171
GT2	GT2:21	-	-	291	K0G22_RS22890	333	3.1e-94	1	286	6	295	0.979381443298969	0.979381443298969
GH18_e216	GH18:14	-	-	186	K0G24_RS06290	476	1.3e-107	2	186	196	379	0.989247311827957	0.989247311827957
GH29_e7	GH29:294	3.2.1.111:1	host glycan	366	K0G24_RS06355	449	1.1e-161	5	366	16	360	0.9863387978142076	0.9863387978142076
GH163_e13	GH163:13	-	-	251	K0G24_RS06375	614	2.3e-106	5	251	222	486	0.9800796812749004	0.9800796812749004
GT2	GT2:65	-	-	132	K0G24_RS09805	822	7.7e-70	1	132	248	378	0.9924242424242424	0.9924242424242424
GH95_e14	GH95:21	-	-	750	K0G24_RS16540	1552	0	1	746	40	787	0.9933333333333333	0.9933333333333333
GH95_e4	GH95:11	-	-	734	K0G24_RS16540	1552	5.3e-41	272	732	1068	1508	0.6267029972752044	0.6267029972752044
GH120_e7	GH120:39|GH51:10|CBM6:8	-	-	68	K0G24_RS16545	599	1.1e-22	3	65	28	90	0.9117647058823529	0.9117647058823529
GH120_e3	GH120:16	-	-	91	K0G24_RS16545	599	1.3e-29	2	91	311	398	0.978021978021978	0.978021978021978
GH2_e148	GH2:7|CBM32:1	-	-	546	K0G24_RS16550	820	0	1	546	48	592	0.9981684981684982	0.9981684981684982
CBM32_e56	CBM32:7	-	host glycan	131	K0G24_RS16555	919	5.7e-53	1	131	202	313	0.9923664122137404	0.9923664122137404
GH38_e33	GH38:8	-	-	281	K0G24_RS16560	662	3.5e-18	5	180	35	209	0.6227758007117438	0.6227758007117438
GH35_e21	GH35:33|GH43_10:1	-	-	329	K0G24_RS16570	924	1e-185	1	329	43	372	0.9969604863221885	0.9969604863221885
GT2	GT2:56	-	-	152	K0G24_RS20595	322	1.6e-62	1	129	7	136	0.8421052631578947	0.8421052631578947
GH73_e10	GH73:59|CBM50:1	-	-	126	K0G45_RS05700	213	2.6e-28	2	125	114	210	0.9761904761904762	0.9761904761904762
GH18_e101	GH18:7	-	-	174	K0G45_RS06630	510	6.4e-120	1	174	212	385	0.9942528735632183	0.9942528735632183
GH24_e69	GH24:62	-	-	124	K0G47_RS00375	167	7.2e-72	1	124	37	160	0.9919354838709677	0.9919354838709677
GH92_e26	GH92:39	3.2.1.-:1	host glycan	475	K0G47_RS03070	719	2e-275	1	475	231	705	0.9978947368421053	0.9978947368421053
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	K0G47_RS03075	760	3.2e-240	2	509	236	740	0.9960707269155207	0.9960707269155207
CE20_e20	CE20:241	-	-	236	K0G47_RS03080	663	4.6e-104	1	235	103	545	0.9915254237288136	0.9915254237288136
GH106_e46	GH106:55	-	-	732	K0G47_RS03130	1051	0	7	732	325	1041	0.9904371584699454	0.9904371584699454
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	rhamnose	186	K0G47_RS03135	895	1.1e-22	19	179	164	327	0.8602150537634409	0.8602150537634409
GH78_e6	GH78:44	-	-	504	K0G47_RS03135	895	1.1e-277	2	504	354	856	0.996031746031746	0.996031746031746
CBM67_e3	CBM67:11|GH78:11	-	rhamnose	180	K0G47_RS03140	907	1.7e-53	9	177	157	338	0.9333333333333333	0.9333333333333333
GH78_e15	GH78:6|CBM67:1	-	-	506	K0G47_RS03140	907	4.2e-172	3	506	367	863	0.9940711462450593	0.9940711462450593
GH2_e98	GH2:93|CBM32:77	-	-	676	K0G47_RS03150	1028	0	1	675	39	754	0.9970414201183432	0.9970414201183432
CBM32_e133	CBM32:79|GH2:75|GH20:1	-	host glycan	112	K0G47_RS03150	1028	2.3e-44	2	112	769	879	0.9821428571428571	0.9821428571428571
GH92_e20	GH92:91	3.2.1.-:1	host glycan	482	K0G47_RS03155	780	1.1e-266	1	482	292	774	0.9979253112033195	0.9979253112033195
GH38_e23	GH38:58	-	-	166	K0G47_RS03160	847	7.7e-87	1	166	45	206	0.9939759036144579	0.9939759036144579
CE4_e51	CE4:30	-	-	123	K0G47_RS03790	227	3.5e-63	1	123	37	159	0.991869918699187	0.991869918699187
GT2	GT2:106	-	-	141	K0G47_RS03810	397	1.9e-58	1	140	21	160	0.9858156028368794	0.9858156028368794
CBM50_e801	CBM50:54	-	chitin, peptidoglycan	49	K0G47_RS05695	488	8e-31	1	49	435	483	0.9795918367346939	0.9795918367346939
GT4_e1713	GT4:11	-	-	150	K0G47_RS06320	381	3.1e-53	1	149	206	356	0.9866666666666667	0.9866666666666667
GT4_e3474	GT4:36	-	-	147	K0G47_RS06325	358	6.5e-49	2	145	183	326	0.9727891156462585	0.9727891156462585
GT2	GT2:6	-	-	130	K0G47_RS06340	288	5.2e-51	1	126	4	129	0.9615384615384616	0.9615384615384616
GT4_e1005	GT4:9	-	-	143	K0G47_RS06345	346	7.2e-39	3	139	178	313	0.951048951048951	0.951048951048951
GT2	GT2:28	-	-	230	K0G47_RS06360	271	3.4e-67	1	227	5	232	0.9826086956521739	0.9826086956521739
GT4_e3031	GT4:14	-	-	145	K0G47_RS06675	371	1.2e-51	4	145	192	333	0.9724137931034482	0.9724137931034482
GT2	GT2:18	-	-	162	K0G47_RS06680	337	4.9e-45	1	161	13	168	0.9876543209876543	0.9876543209876543
GT2	GT2:16|GT52:2	-	-	124	K0G47_RS08020	310	2.1e-31	1	119	5	129	0.9516129032258065	0.9516129032258065
GT4_e1477	GT4:11	-	-	159	K0G47_RS08035	394	6.3e-67	2	159	206	363	0.9874213836477987	0.9874213836477987
GT4_e1477	GT4:11	-	-	159	K0G47_RS08045	380	6.9e-59	3	158	187	343	0.9748427672955975	0.9748427672955975
GT4_e1162	GT4:9	-	-	145	K0G47_RS08055	353	1.2e-51	1	145	180	325	0.993103448275862	0.993103448275862
GT4_e588	GT4:9	-	-	129	K0G47_RS08060	370	2.5e-35	3	129	193	330	0.9767441860465116	0.9767441860465116
GH73_e10	GH73:59|CBM50:1	-	-	126	K0G47_RS08395	213	3.5e-23	2	125	115	211	0.9761904761904762	0.9761904761904762
CBM62_e0	CBM62:62	-	xyloglucan, arabinogalactan and galactomannan	69	K0G47_RS08705	650	1.1e-20	7	69	441	504	0.8985507246376812	0.8985507246376812
GH24_e50	GH24:7	-	-	135	K0G47_RS09330	145	1.1e-70	1	135	10	136	0.9925925925925926	0.9925925925925926
CBM51_e35	CBM51:42|GH27:41|CBM40:1|GH33:1	-	host glycan	134	K0G47_RS11775	661	5.1e-50	1	134	29	162	0.9925373134328358	0.9925373134328358
GH27_e45	GH27:85|CBM51:39	-	-	251	K0G47_RS11775	661	2.6e-104	1	250	374	636	0.9920318725099602	0.9920318725099602
GT2	GT2:10	-	-	161	K0G47_RS12485	312	9.1e-72	1	160	5	164	0.9875776397515528	0.9875776397515528
GT6_e3	GT6:11	2.4.1.40:1	-	216	K0G47_RS12495	265	1e-95	1	215	3	221	0.9907407407407407	0.9907407407407407
GT4_e2975	GT4:7	-	-	162	K0G47_RS13750	413	5.4e-57	2	161	225	385	0.9814814814814815	0.9814814814814815
GT10_e15	GT10:9	-	-	146	K0G47_RS14060	137	1.8e-25	80	146	3	69	0.4520547945205479	0.4520547945205479
GT2	GT2:37|GT101:8	2.4.1.-:1	-	163	K0G47_RS14065	347	2.5e-47	1	128	32	159	0.7791411042944786	0.7791411042944786
GT11_e33	GT11:22	-	-	246	K0G47_RS14070	305	1.9e-98	1	245	28	291	0.991869918699187	0.991869918699187
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-galactan	234	K0G47_RS14880	552	1.2e-103	1	233	143	384	0.9914529914529915	0.9914529914529915
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan, beta-mannan, beta-galactan	104	K0G47_RS14880	552	7.1e-43	2	103	442	541	0.9711538461538461	0.9711538461538461
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-galactan	684	K0G47_RS19200	733	0	2	683	28	715	0.9956140350877193	0.9956140350877193
GH31_e65	GH31:78	-	-	431	K0G47_RS19220	841	2.7e-196	1	431	197	620	0.9976798143851509	0.9976798143851509
GH43_e62	GH43_18:14	-	-	240	K0G47_RS19245	321	1.2e-111	1	240	66	305	0.9958333333333333	0.9958333333333333
GH30_e7	GH30_6:8	-	-	452	K0G47_RS19290	521	4.5e-271	1	452	58	511	0.9977876106194691	0.9977876106194691
